county,precinct,office,district,candidate,party,votes
Butte,06,President,,Kamala D. Harris and Tim Walz,DEM,0
Butte,06,President,,Chase Oliver and Mike ter Maat,LIB,1
Butte,06,President,,Donald J. Trump and JD Vance,REP,7
Butte,06,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,0
Butte,11,President,,Kamala D. Harris and Tim Walz,DEM,2
Butte,11,President,,Chase Oliver and Mike ter Maat,LIB,0
Butte,11,President,,Donald J. Trump and JD Vance,REP,65
Butte,11,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,5
Butte,12,President,,Kamala D. Harris and Tim Walz,DEM,10
Butte,12,President,,Chase Oliver and Mike ter Maat,LIB,0
Butte,12,President,,Donald J. Trump and JD Vance,REP,81
Butte,12,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,3
Butte,13,President,,Kamala D. Harris and Tim Walz,DEM,26
Butte,13,President,,Chase Oliver and Mike ter Maat,LIB,3
Butte,13,President,,Donald J. Trump and JD Vance,REP,220
Butte,13,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,3
Butte,14,President,,Kamala D. Harris and Tim Walz,DEM,3
Butte,14,President,,Chase Oliver and Mike ter Maat,LIB,1
Butte,14,President,,Donald J. Trump and JD Vance,REP,273
Butte,14,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,4
Butte,17,President,,Kamala D. Harris and Tim Walz,DEM,69
Butte,17,President,,Chase Oliver and Mike ter Maat,LIB,3
Butte,17,President,,Donald J. Trump and JD Vance,REP,384
Butte,17,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,2
Butte,18,President,,Kamala D. Harris and Tim Walz,DEM,34
Butte,18,President,,Chase Oliver and Mike ter Maat,LIB,1
Butte,18,President,,Donald J. Trump and JD Vance,REP,90
Butte,18,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,2
Butte,20,President,,Kamala D. Harris and Tim Walz,DEM,44
Butte,20,President,,Chase Oliver and Mike ter Maat,LIB,2
Butte,20,President,,Donald J. Trump and JD Vance,REP,188
Butte,20,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,3
Butte,21,President,,Kamala D. Harris and Tim Walz,DEM,64
Butte,21,President,,Chase Oliver and Mike ter Maat,LIB,2
Butte,21,President,,Donald J. Trump and JD Vance,REP,206
Butte,21,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,7
Butte,22,President,,Kamala D. Harris and Tim Walz,DEM,43
Butte,22,President,,Chase Oliver and Mike ter Maat,LIB,0
Butte,22,President,,Donald J. Trump and JD Vance,REP,175
Butte,22,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,6
Butte,23,President,,Kamala D. Harris and Tim Walz,DEM,66
Butte,23,President,,Chase Oliver and Mike ter Maat,LIB,0
Butte,23,President,,Donald J. Trump and JD Vance,REP,188
Butte,23,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,3
Butte,24,President,,Kamala D. Harris and Tim Walz,DEM,103
Butte,24,President,,Chase Oliver and Mike ter Maat,LIB,4
Butte,24,President,,Donald J. Trump and JD Vance,REP,274
Butte,24,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,7
Butte,25,President,,Kamala D. Harris and Tim Walz,DEM,107
Butte,25,President,,Chase Oliver and Mike ter Maat,LIB,2
Butte,25,President,,Donald J. Trump and JD Vance,REP,330
Butte,25,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,8
Butte,26,President,,Kamala D. Harris and Tim Walz,DEM,57
Butte,26,President,,Chase Oliver and Mike ter Maat,LIB,3
Butte,26,President,,Donald J. Trump and JD Vance,REP,252
Butte,26,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,6
Butte,27,President,,Kamala D. Harris and Tim Walz,DEM,51
Butte,27,President,,Chase Oliver and Mike ter Maat,LIB,3
Butte,27,President,,Donald J. Trump and JD Vance,REP,196
Butte,27,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,9
Butte,28,President,,Kamala D. Harris and Tim Walz,DEM,105
Butte,28,President,,Chase Oliver and Mike ter Maat,LIB,5
Butte,28,President,,Donald J. Trump and JD Vance,REP,329
Butte,28,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,6
Butte,06,U.S. House,1,Sheryl Johnson,DEM,0
Butte,06,U.S. House,1,Dusty Johnson,REP,43
Butte,08,U.S. House,1,Sheryl Johnson,DEM,1
Butte,08,U.S. House,1,Dusty Johnson,REP,26
Butte,11,U.S. House,1,Sheryl Johnson,DEM,10
Butte,11,U.S. House,1,Dusty Johnson,REP,80
Butte,12,U.S. House,1,Sheryl Johnson,DEM,15
Butte,12,U.S. House,1,Dusty Johnson,REP,73
Butte,13,U.S. House,1,Sheryl Johnson,DEM,30
Butte,13,U.S. House,1,Dusty Johnson,REP,197
Butte,14,U.S. House,1,Sheryl Johnson,DEM,44
Butte,14,U.S. House,1,Dusty Johnson,REP,223
Butte,16,U.S. House,1,Sheryl Johnson,DEM,106
Butte,16,U.S. House,1,Dusty Johnson,REP,281
Butte,17,U.S. House,1,Sheryl Johnson,DEM,64
Butte,17,U.S. House,1,Dusty Johnson,REP,383
Butte,18,U.S. House,1,Sheryl Johnson,DEM,24
Butte,18,U.S. House,1,Dusty Johnson,REP,101
Butte,20,U.S. House,1,Sheryl Johnson,DEM,52
Butte,20,U.S. House,1,Dusty Johnson,REP,131
Butte,21,U.S. House,1,Sheryl Johnson,DEM,54
Butte,21,U.S. House,1,Dusty Johnson,REP,218
Butte,22,U.S. House,1,Sheryl Johnson,DEM,38
Butte,22,U.S. House,1,Dusty Johnson,REP,177
Butte,23,U.S. House,1,Sheryl Johnson,DEM,59
Butte,23,U.S. House,1,Dusty Johnson,REP,198
Butte,24,U.S. House,1,Sheryl Johnson,DEM,95
Butte,24,U.S. House,1,Dusty Johnson,REP,321
Butte,25,U.S. House,1,Sheryl Johnson,DEM,49
Butte,25,U.S. House,1,Dusty Johnson,REP,288
Butte,26,U.S. House,1,Sheryl Johnson,DEM,36
Butte,26,U.S. House,1,Dusty Johnson,REP,228
Butte,27,U.S. House,1,Sheryl Johnson,DEM,43
Butte,27,U.S. House,1,Dusty Johnson,REP,209
Butte,28,U.S. House,1,Sheryl Johnson,DEM,88
Butte,28,U.S. House,1,Dusty Johnson,REP,348
Butte,06,Public Utilities Commissioner,,Forrest Wilson,DEM,1
Butte,06,Public Utilities Commissioner,,A. Gideon Oakes,LIB,0
Butte,06,Public Utilities Commissioner,,Kristie Fiegen,REP,45
Butte,08,Public Utilities Commissioner,,Forrest Wilson,DEM,0
