county,precinct,office,district,candidate,party,votes
Pennington,1,President,,Kamala D. Harris and Tim Walz,DEM,541
Pennington,1,President,,Chase Oliver and Mike ter Maat,LIB,9
Pennington,1,President,,Donald J. Trump and JD Vance,REP,935
Pennington,1,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,37
Pennington,1-1,President,,Kamala D. Harris and Tim Walz,DEM,500
Pennington,1-1,President,,Chase Oliver and Mike ter Maat,LIB,5
Pennington,1-1,President,,Donald J. Trump and JD Vance,REP,949
Pennington,1-1,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,29
Pennington,1-3,President,,Kamala D. Harris and Tim Walz,DEM,597
Pennington,1-3,President,,Chase Oliver and Mike ter Maat,LIB,14
Pennington,1-3,President,,Donald J. Trump and JD Vance,REP,1120
Pennington,1-3,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,31
Pennington,1-4,President,,Kamala D. Harris and Tim Walz,DEM,348
Pennington,1-4,President,,Chase Oliver and Mike ter Maat,LIB,11
Pennington,1-4,President,,Donald J. Trump and JD Vance,REP,723
Pennington,1-4,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,13
Pennington,1-5,President,,Kamala D. Harris and Tim Walz,DEM,712
Pennington,1-5,President,,Chase Oliver and Mike ter Maat,LIB,19
Pennington,1-5,President,,Donald J. Trump and JD Vance,REP,965
Pennington,1-5,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,34
Pennington,2-1,President,,Kamala D. Harris and Tim Walz,DEM,208
Pennington,2-1,President,,Chase Oliver and Mike ter Maat,LIB,8
Pennington,2-1,President,,Donald J. Trump and JD Vance,REP,134
Pennington,2-1,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,7
Pennington,2-2,President,,Kamala D. Harris and Tim Walz,DEM,625
Pennington,2-2,President,,Chase Oliver and Mike ter Maat,LIB,11
Pennington,2-2,President,,Donald J. Trump and JD Vance,REP,1348
Pennington,2-2,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,35
Pennington,2-3,President,,Kamala D. Harris and Tim Walz,DEM,404
Pennington,2-3,President,,Chase Oliver and Mike ter Maat,LIB,10
Pennington,2-3,President,,Donald J. Trump and JD Vance,REP,528
Pennington,2-3,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,30
Pennington,2-4,President,,Kamala D. Harris and Tim Walz,DEM,488
Pennington,2-4,President,,Chase Oliver and Mike ter Maat,LIB,8
Pennington,2-4,President,,Donald J. Trump and JD Vance,REP,557
Pennington,2-4,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,29
Pennington,2-5,President,,Kamala D. Harris and Tim Walz,DEM,401
Pennington,2-5,President,,Chase Oliver and Mike ter Maat,LIB,1
Pennington,2-5,President,,Donald J. Trump and JD Vance,REP,515
Pennington,2-5,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,22
Pennington,3-1,President,,Kamala D. Harris and Tim Walz,DEM,166
Pennington,3-1,President,,Chase Oliver and Mike ter Maat,LIB,4
Pennington,3-1,President,,Donald J. Trump and JD Vance,REP,216
Pennington,3-1,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,6
Pennington,3-2,President,,Kamala D. Harris and Tim Walz,DEM,1016
Pennington,3-2,President,,Chase Oliver and Mike ter Maat,LIB,4
Pennington,3-2,President,,Donald J. Trump and JD Vance,REP,1411
Pennington,3-2,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,44
Pennington,3-3,President,,Kamala D. Harris and Tim Walz,DEM,901
Pennington,3-3,President,,Chase Oliver and Mike ter Maat,LIB,2
Pennington,3-3,President,,Donald J. Trump and JD Vance,REP,1473
Pennington,3-3,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,38
Pennington,3-4,President,,Kamala D. Harris and Tim Walz,DEM,722
Pennington,3-4,President,,Chase Oliver and Mike ter Maat,LIB,2
Pennington,3-4,President,,Donald J. Trump and JD Vance,REP,1158
Pennington,3-4,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,29
Pennington,3-5,President,,Kamala D. Harris and Tim Walz,DEM,450
Pennington,3-5,President,,Chase Oliver and Mike ter Maat,LIB,3
Pennington,3-5,President,,Donald J. Trump and JD Vance,REP,953
Pennington,3-5,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,25
Pennington,4-1,President,,Kamala D. Harris and Tim Walz,DEM,531
Pennington,4-1,President,,Chase Oliver and Mike ter Maat,LIB,11
Pennington,4-1,President,,Donald J. Trump and JD Vance,REP,461
Pennington,4-1,President,,"Robert F. Kennedy, Jr. and Nicole Shanahan",IND,31
Pennington,4-2,President,,Kamala D. Harris and Tim Walz,DEM,631
