county,precinct,office,district,party,candidate,vote
Oglala Lakota,Porcupine,State House,27,Rep,Steve Livermont,22
Oglala Lakota,Rockyford,State House,27,Rep,Steve Livermont,20
Oglala Lakota,OGLALA SD,State House,27,Rep,Steve Livermont,238
Oglala Lakota,Batesland,State House,27,Rep,Elizabeth May,39
Oglala Lakota,Cuny Table,State House,27,Rep,Elizabeth May,19
Oglala Lakota,Kyle,State House,27,Rep,Elizabeth May,113
Oglala Lakota,Manderson,State House,27,Rep,Elizabeth May,16
Oglala Lakota,Oglala,State House,27,Rep,Elizabeth May,27
Oglala Lakota,Pine Ridge 1,State House,27,Rep,Elizabeth May,25
Oglala Lakota,Pine Ridge 3,State House,27,Rep,Elizabeth May,40
Oglala Lakota,Porcupine,State House,27,Rep,Elizabeth May,39
Oglala Lakota,Rockyford,State House,27,Rep,Elizabeth May,24
Oglala Lakota,OGLALA SD,State House,27,Rep,Elizabeth May,342
Oglala Lakota,Batesland,State House,27,Dem,Margaret Ross,98
Oglala Lakota,Cuny Table,State House,27,Dem,Margaret Ross,44
Oglala Lakota,Kyle,State House,27,Dem,Margaret Ross,334
Oglala Lakota,Manderson,State House,27,Dem,Margaret Ross,106
Oglala Lakota,Oglala,State House,27,Dem,Margaret Ross,306
Oglala Lakota,Pine Ridge 1,State House,27,Dem,Margaret Ross,404
Oglala Lakota,Pine Ridge 3,State House,27,Dem,Margaret Ross,317
Oglala Lakota,Porcupine,State House,27,Dem,Margaret Ross,333
Oglala Lakota,Rockyford,State House,27,Dem,Margaret Ross,72
Oglala Lakota,OGLALA SD,State House,27,Dem,Margaret Ross,"2,014"
Oglala Lakota,Batesland,State House,27,Dem,Peri  Pourier,96
Oglala Lakota,Cuny Table,State House,27,Dem,Peri  Pourier,30
Oglala Lakota,Kyle,State House,27,Dem,Peri  Pourier,355
Oglala Lakota,Manderson,State House,27,Dem,Peri  Pourier,118
Oglala Lakota,Oglala,State House,27,Dem,Peri  Pourier,279
Oglala Lakota,Pine Ridge 1,State House,27,Dem,Peri  Pourier,522
Oglala Lakota,Pine Ridge 3,State House,27,Dem,Peri  Pourier,371
Oglala Lakota,Porcupine,State House,27,Dem,Peri  Pourier,337
Oglala Lakota,Rockyford,State House,27,Dem,Peri  Pourier,80
Oglala Lakota,OGLALA SD,State House,27,Dem,Peri  Pourier,"2,188"
