candidate,office,district,party,county,precinct,votes,winner
George D. Hendrickson ,U.S. Representative,1,LIB,Beadle,Precinct 1,11,
"Dustin ""Dusty"" Johnson ",U.S. Representative,1,REP,Beadle,Precinct 1,676,
Tim Bjorkman ,U.S. Representative,1,DEM,Beadle,Precinct 1,384,
Ron Wieczorek ,U.S. Representative,1,IND,Beadle,Precinct 1,26,
Kurt Evans and Richard Shelatz,Governor and Lieutenant Governor,,LIB,Beadle,Precinct 1,18,
Kristi Noem and Larry Rhoden ,Governor and Lieutenant Governor,,REP,Beadle,Precinct 1,558,
Billie Sutton and Michelle Lavallee,Governor and Lieutenant Governor,,DEM,Beadle,Precinct 1,526,
Steve Barnett ,Secretary of State,,REP,Beadle,Precinct 1,707,
Alexandra Frederick,Secretary of State,,DEM,Beadle,Precinct 1,354,
Jason Ravnsborg ,Attorney General,,REP,Beadle,Precinct 1,574,
Randy Seiler,Attorney General,,DEM,Beadle,Precinct 1,499,
Rich Sattgast ,State Auditor,,REP,Beadle,Precinct 1,737,
Tom Cool,State Auditor,,DEM,Beadle,Precinct 1,327,
Josh Haeder,State Treasurer,,REP,Beadle,Precinct 1,796,
Aaron Matson,State Treasurer,,DEM,Beadle,Precinct 1,292,
Ryan Brunner,Commissioner of School and Public Lands,,REP,Beadle,Precinct 1,636,
Woody Houser,Commissioner of School and Public Lands,,DEM,Beadle,Precinct 1,370,
Kristie Fiegen ,Public Utilities Commissioner,,REP,Beadle,Precinct 1,700,
Wayne Frederick,Public Utilities Commissioner,,DEM,Beadle,Precinct 1,346,
James White,State Senate,22,,Beadle,Precinct 1,771,
Eric Bliss ,State Senate,22,DEM,Beadle,Precinct 1,306,
Roger Chase,State Representative,22,REP,Beadle,Precinct 1,589,
Bob Glanzer,State Representative,22,REP,Beadle,Precinct 1,686,
Tyler B. Volesky,State Representative,22,DEM,Beadle,Precinct 1,486,
George D. Hendrickson ,U.S. Representative,1,LIB,Beadle,Precinct 2,9,
"Dustin ""Dusty"" Johnson ",U.S. Representative,1,REP,Beadle,Precinct 2,308,
Tim Bjorkman ,U.S. Representative,1,DEM,Beadle,Precinct 2,203,
Ron Wieczorek ,U.S. Representative,1,IND,Beadle,Precinct 2,10,
Kurt Evans and Richard Shelatz,Governor and Lieutenant Governor,,LIB,Beadle,Precinct 2,5,
Kristi Noem and Larry Rhoden ,Governor and Lieutenant Governor,,REP,Beadle,Precinct 2,253,
Billie Sutton and Michelle Lavallee,Governor and Lieutenant Governor,,DEM,Beadle,Precinct 2,284,
Steve Barnett ,Secretary of State,,REP,Beadle,Precinct 2,314,
Alexandra Frederick,Secretary of State,,DEM,Beadle,Precinct 2,197,
Jason Ravnsborg ,Attorney General,,REP,Beadle,Precinct 2,265,
Randy Seiler,Attorney General,,DEM,Beadle,Precinct 2,243,
Rich Sattgast ,State Auditor,,REP,Beadle,Precinct 2,329,
Tom Cool,State Auditor,,DEM,Beadle,Precinct 2,178,
Josh Haeder,State Treasurer,,REP,Beadle,Precinct 2,371,
Aaron Matson,State Treasurer,,DEM,Beadle,Precinct 2,154,
Ryan Brunner,Commissioner of School and Public Lands,,REP,Beadle,Precinct 2,284,
Woody Houser,Commissioner of School and Public Lands,,DEM,Beadle,Precinct 2,200,
Kristie Fiegen ,Public Utilities Commissioner,,REP,Beadle,Precinct 2,297,
Wayne Frederick,Public Utilities Commissioner,,DEM,Beadle,Precinct 2,202,
James White,State Senate,22,,Beadle,Precinct 2,335,
Eric Bliss ,State Senate,22,DEM,Beadle,Precinct 2,177,
Roger Chase,State Representative,22,REP,Beadle,Precinct 2,264,
Bob Glanzer,State Representative,22,REP,Beadle,Precinct 2,308,
Tyler B. Volesky,State Representative,22,DEM,Beadle,Precinct 2,253,
George D. Hendrickson ,U.S. Representative,1,LIB,Beadle,Precinct 3,12,
"Dustin ""Dusty"" Johnson ",U.S. Representative,1,REP,Beadle,Precinct 3,314,
Tim Bjorkman ,U.S. Representative,1,DEM,Beadle,Precinct 3,169,
Ron Wieczorek ,U.S. Representative,1,IND,Beadle,Precinct 3,10,
Kurt Evans and Richard Shelatz,Governor and Lieutenant Governor,,LIB,Beadle,Precinct 3,9,
Kristi Noem and Larry Rhoden ,Governor and Lieutenant Governor,,REP,Beadle,Precinct 3,242,
Billie Sutton and Michelle Lavallee,Governor and Lieutenant Governor,,DEM,Beadle,Precinct 3,256,
Steve Barnett ,Secretary of State,,REP,Beadle,Precinct 3,316,
Alexandra Frederick,Secretary of State,,DEM,Beadle,Precinct 3,173,
Jason Ravnsborg ,Attorney General,,REP,Beadle,Precinct 3,253,
