candidate,office,district,party,county,precinct,votes,winner
George D. Hendrickson ,U.S. Representative,1,LIB,Bennett,Allen ,6,
"Dustin ""Dusty"" Johnson ",U.S. Representative,1,REP,Bennett,Allen ,66,
Tim Bjorkman ,U.S. Representative,1,DEM,Bennett,Allen ,139,
Ron Wieczorek ,U.S. Representative,1,IND,Bennett,Allen ,8,
Kurt Evans and Richard Shelatz,Governor and Lieutenant Governor,,LIB,Bennett,Allen ,3,
Kristi Noem and Larry Rhoden ,Governor and Lieutenant Governor,,REP,Bennett,Allen ,48,
Billie Sutton and Michelle Lavallee,Governor and Lieutenant Governor,,DEM,Bennett,Allen ,180,
Steve Barnett ,Secretary of State,,REP,Bennett,Allen ,62,
Alexandra Frederick,Secretary of State,,DEM,Bennett,Allen ,160,
Jason Ravnsborg ,Attorney General,,REP,Bennett,Allen ,54,
Randy Seiler,Attorney General,,DEM,Bennett,Allen ,166,
Rich Sattgast ,State Auditor,,REP,Bennett,Allen ,54,
Tom Cool,State Auditor,,DEM,Bennett,Allen ,161,
Josh Haeder,State Treasurer,,REP,Bennett,Allen ,51,
Aaron Matson,State Treasurer,,DEM,Bennett,Allen ,165,
Ryan Brunner,Commissioner of School and Public Lands,,REP,Bennett,Allen ,55,
Woody Houser,Commissioner of School and Public Lands,,DEM,Bennett,Allen ,165,
Kristie Fiegen ,Public Utilities Commissioner,,REP,Bennett,Allen ,49,
Wayne Frederick,Public Utilities Commissioner,,DEM,Bennett,Allen ,167,
Bill Hines,State Senate,27,REP,Bennett,Allen ,62,
Red Dawn Foster,State Senate,27,DEM,Bennett,Allen ,167,
Steve Livermont ,State Representative,27,REP,Bennett,Allen ,66,
Elizabeth May,State Representative,27,REP,Bennett,Allen ,68,
Margaret Ross,State Representative,27,DEM,Bennett,Allen ,121,
Peri Pourier,State Representative,27,DEM,Bennett,Allen ,136,
George D. Hendrickson ,U.S. Representative,1,LIB,Bennett,Martin City ,3,
"Dustin ""Dusty"" Johnson ",U.S. Representative,1,REP,Bennett,Martin City ,201,
Tim Bjorkman ,U.S. Representative,1,DEM,Bennett,Martin City ,134,
Ron Wieczorek ,U.S. Representative,1,IND,Bennett,Martin City ,5,
Kurt Evans and Richard Shelatz,Governor and Lieutenant Governor,,LIB,Bennett,Martin City ,10,
Kristi Noem and Larry Rhoden ,Governor and Lieutenant Governor,,REP,Bennett,Martin City ,177,
Billie Sutton and Michelle Lavallee,Governor and Lieutenant Governor,,DEM,Bennett,Martin City ,165,
Steve Barnett ,Secretary of State,,REP,Bennett,Martin City ,200,
Alexandra Frederick,Secretary of State,,DEM,Bennett,Martin City ,137,
Jason Ravnsborg ,Attorney General,,REP,Bennett,Martin City ,172,
Randy Seiler,Attorney General,,DEM,Bennett,Martin City ,163,
Rich Sattgast ,State Auditor,,REP,Bennett,Martin City ,197,
Tom Cool,State Auditor,,DEM,Bennett,Martin City ,138,
Josh Haeder,State Treasurer,,REP,Bennett,Martin City ,189,
Aaron Matson,State Treasurer,,DEM,Bennett,Martin City ,141,
Ryan Brunner,Commissioner of School and Public Lands,,REP,Bennett,Martin City ,185,
Woody Houser,Commissioner of School and Public Lands,,DEM,Bennett,Martin City ,144,
Kristie Fiegen ,Public Utilities Commissioner,,REP,Bennett,Martin City ,178,
Wayne Frederick,Public Utilities Commissioner,,DEM,Bennett,Martin City ,148,
Bill Hines,State Senate,27,REP,Bennett,Martin City ,221,
Red Dawn Foster,State Senate,27,DEM,Bennett,Martin City ,129,
Steve Livermont ,State Representative,27,REP,Bennett,Martin City ,240,
Elizabeth May,State Representative,27,REP,Bennett,Martin City ,222,
Margaret Ross,State Representative,27,DEM,Bennett,Martin City ,98,
Peri Pourier,State Representative,27,DEM,Bennett,Martin City ,89,
George D. Hendrickson ,U.S. Representative,1,LIB,Bennett,Martin Rural 26/27 ,4,
"Dustin ""Dusty"" Johnson ",U.S. Representative,1,REP,Bennett,Martin Rural 26/27 ,207,
Tim Bjorkman ,U.S. Representative,1,DEM,Bennett,Martin Rural 26/27 ,150,
Ron Wieczorek ,U.S. Representative,1,IND,Bennett,Martin Rural 26/27 ,7,
Kurt Evans and Richard Shelatz,Governor and Lieutenant Governor,,LIB,Bennett,Martin Rural 26/27 ,7,
Kristi Noem and Larry Rhoden ,Governor and Lieutenant Governor,,REP,Bennett,Martin Rural 26/27 ,205,
Billie Sutton and Michelle Lavallee,Governor and Lieutenant Governor,,DEM,Bennett,Martin Rural 26/27 ,160,
Steve Barnett ,Secretary of State,,REP,Bennett,Martin Rural 26/27 ,216,
Alexandra Frederick,Secretary of State,,DEM,Bennett,Martin Rural 26/27 ,138,
Jason Ravnsborg ,Attorney General,,REP,Bennett,Martin Rural 26/27 ,204,
Randy Seiler,Attorney General,,DEM,Bennett,Martin Rural 26/27 ,152,
Rich Sattgast ,State Auditor,,REP,Bennett,Martin Rural 26/27 ,207,
Tom Cool,State Auditor,,DEM,Bennett,Martin Rural 26/27 ,150,
Josh Haeder,State Treasurer,,REP,Bennett,Martin Rural 26/27 ,201,
Aaron Matson,State Treasurer,,DEM,Bennett,Martin Rural 26/27 ,152,
Ryan Brunner,Commissioner of School and Public Lands,,REP,Bennett,Martin Rural 26/27 ,204,
Woody Houser,Commissioner of School and Public Lands,,DEM,Bennett,Martin Rural 26/27 ,145,
Kristie Fiegen ,Public Utilities Commissioner,,REP,Bennett,Martin Rural 26/27 ,200,
Wayne Frederick,Public Utilities Commissioner,,DEM,Bennett,Martin Rural 26/27 ,151,
Bill Hines,State Senate,27,REP,Bennett,Martin Rural 26/27 ,239,
Red Dawn Foster,State Senate,27,DEM,Bennett,Martin Rural 26/27 ,130,
Steve Livermont ,State Representative,27,REP,Bennett,Martin Rural 26/27 ,268,
Elizabeth May,State Representative,27,REP,Bennett,Martin Rural 26/27 ,246,
Margaret Ross,State Representative,27,DEM,Bennett,Martin Rural 26/27 ,84,
Peri Pourier,State Representative,27,DEM,Bennett,Martin Rural 26/27 ,108,
George D. Hendrickson ,U.S. Representative,1,LIB,Bennett,Vetal/Tuthill ,1,
"Dustin ""Dusty"" Johnson ",U.S. Representative,1,REP,Bennett,Vetal/Tuthill ,130,
Tim Bjorkman ,U.S. Representative,1,DEM,Bennett,Vetal/Tuthill ,15,
Ron Wieczorek ,U.S. Representative,1,IND,Bennett,Vetal/Tuthill ,1,
Kurt Evans and Richard Shelatz,Governor and Lieutenant Governor,,LIB,Bennett,Vetal/Tuthill ,6,
Kristi Noem and Larry Rhoden ,Governor and Lieutenant Governor,,REP,Bennett,Vetal/Tuthill ,123,
Billie Sutton and Michelle Lavallee,Governor and Lieutenant Governor,,DEM,Bennett,Vetal/Tuthill ,18,
Steve Barnett ,Secretary of State,,REP,Bennett,Vetal/Tuthill ,130,
Alexandra Frederick,Secretary of State,,DEM,Bennett,Vetal/Tuthill ,11,
Jason Ravnsborg ,Attorney General,,REP,Bennett,Vetal/Tuthill ,122,
Randy Seiler,Attorney General,,DEM,Bennett,Vetal/Tuthill ,19,
Rich Sattgast ,State Auditor,,REP,Bennett,Vetal/Tuthill ,123,
Tom Cool,State Auditor,,DEM,Bennett,Vetal/Tuthill ,17,
Josh Haeder,State Treasurer,,REP,Bennett,Vetal/Tuthill ,122,
Aaron Matson,State Treasurer,,DEM,Bennett,Vetal/Tuthill ,17,
Ryan Brunner,Commissioner of School and Public Lands,,REP,Bennett,Vetal/Tuthill ,124,
Woody Houser,Commissioner of School and Public Lands,,DEM,Bennett,Vetal/Tuthill ,13,
Kristie Fiegen ,Public Utilities Commissioner,,REP,Bennett,Vetal/Tuthill ,124,
Wayne Frederick,Public Utilities Commissioner,,DEM,Bennett,Vetal/Tuthill ,12,
Bill Hines,State Senate,27,REP,Bennett,Vetal/Tuthill ,136,
Red Dawn Foster,State Senate,27,DEM,Bennett,Vetal/Tuthill ,8,
Steve Livermont ,State Representative,27,REP,Bennett,Vetal/Tuthill ,139,
Elizabeth May,State Representative,27,REP,Bennett,Vetal/Tuthill ,138,
Margaret Ross,State Representative,27,DEM,Bennett,Vetal/Tuthill ,7,
Peri Pourier,State Representative,27,DEM,Bennett,Vetal/Tuthill ,9,
George D. Hendrickson ,U.S. Representative,1,LIB,Bennett,TOTAL ,14,
"Dustin ""Dusty"" Johnson ",U.S. Representative,1,REP,Bennett,TOTAL ,604,
Tim Bjorkman ,U.S. Representative,1,DEM,Bennett,TOTAL ,438,
Ron Wieczorek ,U.S. Representative,1,IND,Bennett,TOTAL ,21,
Kurt Evans and Richard Shelatz,Governor and Lieutenant Governor,,LIB,Bennett,TOTAL ,26,
Kristi Noem and Larry Rhoden ,Governor and Lieutenant Governor,,REP,Bennett,TOTAL ,553,
Billie Sutton and Michelle Lavallee,Governor and Lieutenant Governor,,DEM,Bennett,TOTAL ,523,
Steve Barnett ,Secretary of State,,REP,Bennett,TOTAL ,608,
Alexandra Frederick,Secretary of State,,DEM,Bennett,TOTAL ,446,
Jason Ravnsborg ,Attorney General,,REP,Bennett,TOTAL ,552,
Randy Seiler,Attorney General,,DEM,Bennett,TOTAL ,500,
Rich Sattgast ,State Auditor,,REP,Bennett,TOTAL ,581,
Tom Cool,State Auditor,,DEM,Bennett,TOTAL ,466,
Josh Haeder,State Treasurer,,REP,Bennett,TOTAL ,563,
Aaron Matson,State Treasurer,,DEM,Bennett,TOTAL ,475,
Ryan Brunner,Commissioner of School and Public Lands,,REP,Bennett,TOTAL ,568,
Woody Houser,Commissioner of School and Public Lands,,DEM,Bennett,TOTAL ,467,
Kristie Fiegen ,Public Utilities Commissioner,,REP,Bennett,TOTAL ,551,
Wayne Frederick,Public Utilities Commissioner,,DEM,Bennett,TOTAL ,478,
Bill Hines,State Senate,27,REP,Bennett,TOTAL ,658,
Red Dawn Foster,State Senate,27,DEM,Bennett,TOTAL ,434,
Steve Livermont ,State Representative,27,REP,Bennett,TOTAL ,713,
Elizabeth May,State Representative,27,REP,Bennett,TOTAL ,674,
Margaret Ross,State Representative,27,DEM,Bennett,TOTAL ,310,
Peri Pourier,State Representative,27,DEM,Bennett,TOTAL ,342,
George D. Hendrickson ,,,,,,,
"Dustin ""Dusty"" Johnson ",,,,,,,
Tim Bjorkman ,,,,,,,
Ron Wieczorek ,,,,,,,
Kurt Evans and Richard Shelatz,,,,,,,
Kristi Noem and Larry Rhoden ,,,,,,,
Billie Sutton and Michelle Lavallee,,,,,,,
Steve Barnett ,,,,,,,
Alexandra Frederick,,,,,,,
Jason Ravnsborg ,,,,,,,
Randy Seiler,,,,,,,
Rich Sattgast ,,,,,,,
Tom Cool,,,,,,,
Josh Haeder,,,,,,,
Aaron Matson,,,,,,,
Ryan Brunner,,,,,,,
Woody Houser,,,,,,,
Kristie Fiegen ,,,,,,,
Wayne Frederick,,,,,,,
Bill Hines,,,,,,,
Red Dawn Foster,,,,,,,
Steve Livermont ,,,,,,,
Elizabeth May,,,,,,,
Margaret Ross,,,,,,,
Peri Pourier,,,,,,,
George D. Hendrickson ,,,,,,,
"Dustin ""Dusty"" Johnson ",,,,,,,
Tim Bjorkman ,,,,,,,
Ron Wieczorek ,,,,,,,
Kurt Evans and Richard Shelatz,,,,,,,
Kristi Noem and Larry Rhoden ,,,,,,,
Billie Sutton and Michelle Lavallee,,,,,,,
Steve Barnett ,,,,,,,
Alexandra Frederick,,,,,,,
Jason Ravnsborg ,,,,,,,
Randy Seiler,,,,,,,
Rich Sattgast ,,,,,,,
Tom Cool,,,,,,,
Josh Haeder,,,,,,,
Aaron Matson,,,,,,,
Ryan Brunner,,,,,,,
Woody Houser,,,,,,,
Kristie Fiegen ,,,,,,,
Wayne Frederick,,,,,,,
Bill Hines,,,,,,,
Red Dawn Foster,,,,,,,
Steve Livermont ,,,,,,,
Elizabeth May,,,,,,,
Margaret Ross,,,,,,,
Peri Pourier,,,,,,,
George D. Hendrickson ,,,,,,,
"Dustin ""Dusty"" Johnson ",,,,,,,
Tim Bjorkman ,,,,,,,
Ron Wieczorek ,,,,,,,
Kurt Evans and Richard Shelatz,,,,,,,
Kristi Noem and Larry Rhoden ,,,,,,,
Billie Sutton and Michelle Lavallee,,,,,,,
Steve Barnett ,,,,,,,
Alexandra Frederick,,,,,,,
Jason Ravnsborg ,,,,,,,
Randy Seiler,,,,,,,
Rich Sattgast ,,,,,,,
Tom Cool,,,,,,,
Josh Haeder,,,,,,,
Aaron Matson,,,,,,,
Ryan Brunner,,,,,,,
Woody Houser,,,,,,,
Kristie Fiegen ,,,,,,,
Wayne Frederick,,,,,,,
Bill Hines,,,,,,,
Red Dawn Foster,,,,,,,
Steve Livermont ,,,,,,,
Elizabeth May,,,,,,,
Margaret Ross,,,,,,,
Peri Pourier,,,,,,,
George D. Hendrickson ,,,,,,,
"Dustin ""Dusty"" Johnson ",,,,,,,
Tim Bjorkman ,,,,,,,
Ron Wieczorek ,,,,,,,
Kurt Evans and Richard Shelatz,,,,,,,
Kristi Noem and Larry Rhoden ,,,,,,,
Billie Sutton and Michelle Lavallee,,,,,,,
Steve Barnett ,,,,,,,
Alexandra Frederick,,,,,,,
Jason Ravnsborg ,,,,,,,
Randy Seiler,,,,,,,
Rich Sattgast ,,,,,,,
Tom Cool,,,,,,,
Josh Haeder,,,,,,,
Aaron Matson,,,,,,,
Ryan Brunner,,,,,,,
