county,office,district,party,candidate,votes
Aurora,U.S. House,1,LIB,George D. Hendrickson,11
Beadle,U.S. House,1,LIB,George D. Hendrickson,74
Bennett,U.S. House,1,LIB,George D. Hendrickson,14
Bon Homme,U.S. House,1,LIB,George D. Hendrickson,35
Brookings,U.S. House,1,LIB,George D. Hendrickson,196
Brown,U.S. House,1,LIB,George D. Hendrickson,156
Brule,U.S. House,1,LIB,George D. Hendrickson,26
Buffalo,U.S. House,1,LIB,George D. Hendrickson,7
Butte,U.S. House,1,LIB,George D. Hendrickson,59
Campbell,U.S. House,1,LIB,George D. Hendrickson,7
Charles Mix,U.S. House,1,LIB,George D. Hendrickson,35
Clark,U.S. House,1,LIB,George D. Hendrickson,13
Clay,U.S. House,1,LIB,George D. Hendrickson,68
Codington,U.S. House,1,LIB,George D. Hendrickson,125
Corson,U.S. House,1,LIB,George D. Hendrickson,15
Custer,U.S. House,1,LIB,George D. Hendrickson,62
Davison,U.S. House,1,LIB,George D. Hendrickson,61
Day,U.S. House,1,LIB,George D. Hendrickson,36
Deuel,U.S. House,1,LIB,George D. Hendrickson,27
Dewey,U.S. House,1,LIB,George D. Hendrickson,27
Douglas,U.S. House,1,LIB,George D. Hendrickson,13
Edmunds,U.S. House,1,LIB,George D. Hendrickson,14
Fall River,U.S. House,1,LIB,George D. Hendrickson,69
Faulk,U.S. House,1,LIB,George D. Hendrickson,15
Grant,U.S. House,1,LIB,George D. Hendrickson,60
Gregory,U.S. House,1,LIB,George D. Hendrickson,13
Haakon,U.S. House,1,LIB,George D. Hendrickson,13
Hamlin,U.S. House,1,LIB,George D. Hendrickson,27
Hand,U.S. House,1,LIB,George D. Hendrickson,15
Hanson,U.S. House,1,LIB,George D. Hendrickson,7
Harding,U.S. House,1,LIB,George D. Hendrickson,9
Hughes,U.S. House,1,LIB,George D. Hendrickson,85
Hutchinson,U.S. House,1,LIB,George D. Hendrickson,25
Hyde,U.S. House,1,LIB,George D. Hendrickson,8
Jackson,U.S. House,1,LIB,George D. Hendrickson,7
Jerauld,U.S. House,1,LIB,George D. Hendrickson,8
Jones,U.S. House,1,LIB,George D. Hendrickson,11
Kingsbury,U.S. House,1,LIB,George D. Hendrickson,26
Lake,U.S. House,1,LIB,George D. Hendrickson,42
Lawrence,U.S. House,1,LIB,George D. Hendrickson,216
Lincoln,U.S. House,1,LIB,George D. Hendrickson,339
Lyman,U.S. House,1,LIB,George D. Hendrickson,21
Marshall,U.S. House,1,LIB,George D. Hendrickson,28
McCook,U.S. House,1,LIB,George D. Hendrickson,20
McPherson,U.S. House,1,LIB,George D. Hendrickson,14
Meade,U.S. House,1,LIB,George D. Hendrickson,205
Mellette,U.S. House,1,LIB,George D. Hendrickson,22
Miner,U.S. House,1,LIB,George D. Hendrickson,13
Minnehaha,U.S. House,1,LIB,George D. Hendrickson,1243
Moody,U.S. House,1,LIB,George D. Hendrickson,41
Oglala Lakota,U.S. House,1,LIB,George D. Hendrickson,48
Pennington,U.S. House,1,LIB,George D. Hendrickson,728
Perkins,U.S. House,1,LIB,George D. Hendrickson,21
Potter,U.S. House,1,LIB,George D. Hendrickson,13
Roberts,U.S. House,1,LIB,George D. Hendrickson,34
Sanborn,U.S. House,1,LIB,George D. Hendrickson,11
Spink,U.S. House,1,LIB,George D. Hendrickson,26
Stanley,U.S. House,1,LIB,George D. Hendrickson,15
Sully,U.S. House,1,LIB,George D. Hendrickson,4
Todd,U.S. House,1,LIB,George D. Hendrickson,30
Tripp,U.S. House,1,LIB,George D. Hendrickson,24
Turner,U.S. House,1,LIB,George D. Hendrickson,47
Union,U.S. House,1,LIB,George D. Hendrickson,86
Walworth,U.S. House,1,LIB,George D. Hendrickson,28
Yankton,U.S. House,1,LIB,George D. Hendrickson,103
Ziebach,U.S. House,1,LIB,George D. Hendrickson,13
Aurora,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",728
Beadle,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",3825
Bennett,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",604
Bon Homme,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",1674
Brookings,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",6418
Brown,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",8346
Brule,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",1231
Buffalo,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",172
Butte,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",2799
Campbell,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",601
Charles Mix,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",2085
Clark,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",1150
Clay,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",1906
Codington,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",7129
Corson,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",484
Custer,U.S. House,1,REP,"Dustin ""Dusty"" Johnson",2944
